Theme,Level 2,Level 3,Name,Key,Units,CDID,,,,,,,,,,,,,,,,,Link,Notes
"Business, Industry and Trade",IT and Internet Industry,,Total e-commerce sales,Y,£ billion,RAID15,"Business,IndustryandTrade",BusinessIndustryandTrade,ITandInternetIndustry,ITandInternetIndustry,,,,,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID15,/BusinessIndustryandTrade/ITandInternetIndustry//timeseries/RAID15,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID15,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID15,/businessindustryandtrade/itandinternetindustry/timeseries/raid15,/businessindustryandtrade/itandinternetindustry/timeseries/raid15,/businessindustryandtrade/itandinternetindustry/timeseries/raid15,/businessindustryandtrade/itandinternetindustry/timeseries/raid15,http://www.ons.gov.uk/ons/rel/rdit2/ict-activity-of-uk-businesses/2012/rft-ecom-2012.xls,
"Business, Industry and Trade",IT and Internet Industry,,E-commerce sales (% turnover),N,%,RAID16,"Business,IndustryandTrade",BusinessIndustryandTrade,ITandInternetIndustry,ITandInternetIndustry,,,,,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID16,/BusinessIndustryandTrade/ITandInternetIndustry//timeseries/RAID16,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID16,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID16,/businessindustryandtrade/itandinternetindustry/timeseries/raid16,/businessindustryandtrade/itandinternetindustry/timeseries/raid16,/businessindustryandtrade/itandinternetindustry/timeseries/raid16,/businessindustryandtrade/itandinternetindustry/timeseries/raid16,http://www.ons.gov.uk/ons/rel/rdit2/ict-activity-of-uk-businesses/2012/rft-ecom-2012.xls,
"Business, Industry and Trade",IT and Internet Industry,,Business with a website,N,%,RAID17,"Business,IndustryandTrade",BusinessIndustryandTrade,ITandInternetIndustry,ITandInternetIndustry,,,,,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID17,/BusinessIndustryandTrade/ITandInternetIndustry//timeseries/RAID17,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID17,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID17,/businessindustryandtrade/itandinternetindustry/timeseries/raid17,/businessindustryandtrade/itandinternetindustry/timeseries/raid17,/businessindustryandtrade/itandinternetindustry/timeseries/raid17,/businessindustryandtrade/itandinternetindustry/timeseries/raid17,http://www.ons.gov.uk/ons/rel/rdit2/ict-activity-of-uk-businesses/2012/rft-ecom-2012.xls,
"Business, Industry and Trade",IT and Internet Industry,,Business with a broadband,N,%,RAID18,"Business,IndustryandTrade",BusinessIndustryandTrade,ITandInternetIndustry,ITandInternetIndustry,,,,,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID18,/BusinessIndustryandTrade/ITandInternetIndustry//timeseries/RAID18,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID18,/BusinessIndustryandTrade/ITandInternetIndustry/timeseries/RAID18,/businessindustryandtrade/itandinternetindustry/timeseries/raid18,/businessindustryandtrade/itandinternetindustry/timeseries/raid18,/businessindustryandtrade/itandinternetindustry/timeseries/raid18,/businessindustryandtrade/itandinternetindustry/timeseries/raid18,http://www.ons.gov.uk/ons/rel/rdit2/ict-activity-of-uk-businesses/2012/rft-ecom-2012.xls,
"Business, Industry and Trade",Manufacturing and Production Industry,,Index of Production,Y,%,K27Q,"Business,IndustryandTrade",BusinessIndustryandTrade,ManufacturingandProductionIndustry,ManufacturingandProductionIndustry,,,,,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K27Q,/BusinessIndustryandTrade/ManufacturingandProductionIndustry//timeseries/K27Q,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K27Q,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K27Q,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k27q,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k27q,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k27q,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k27q,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=diop,
"Business, Industry and Trade",Manufacturing and Production Industry,,Index of Production,N,"Index, 2010 = 100",K222,"Business,IndustryandTrade",BusinessIndustryandTrade,ManufacturingandProductionIndustry,ManufacturingandProductionIndustry,,,,,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K222,/BusinessIndustryandTrade/ManufacturingandProductionIndustry//timeseries/K222,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K222,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K222,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k222,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k222,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k222,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k222,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=diop,
"Business, Industry and Trade",Manufacturing and Production Industry,,Manufacturing,N,%,K27Y,"Business,IndustryandTrade",BusinessIndustryandTrade,ManufacturingandProductionIndustry,ManufacturingandProductionIndustry,,,,,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K27Y,/BusinessIndustryandTrade/ManufacturingandProductionIndustry//timeseries/K27Y,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K27Y,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K27Y,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k27y,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k27y,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k27y,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k27y,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=diop,
"Business, Industry and Trade",Manufacturing and Production Industry,,Manufacturing,N,"Index, 2010 = 100",K22A,"Business,IndustryandTrade",BusinessIndustryandTrade,ManufacturingandProductionIndustry,ManufacturingandProductionIndustry,,,,,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K22A,/BusinessIndustryandTrade/ManufacturingandProductionIndustry//timeseries/K22A,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K22A,/BusinessIndustryandTrade/ManufacturingandProductionIndustry/timeseries/K22A,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k22a,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k22a,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k22a,/businessindustryandtrade/manufacturingandproductionindustry/timeseries/k22a,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=diop,
"Business, Industry and Trade",Tourism Industry,,Overseas visits to the UK,Y,000's,GMAT,"Business,IndustryandTrade",BusinessIndustryandTrade,TourismIndustry,TourismIndustry,,,,,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMAT,/BusinessIndustryandTrade/TourismIndustry//timeseries/GMAT,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMAT,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMAT,/businessindustryandtrade/tourismindustry/timeseries/gmat,/businessindustryandtrade/tourismindustry/timeseries/gmat,/businessindustryandtrade/tourismindustry/timeseries/gmat,/businessindustryandtrade/tourismindustry/timeseries/gmat,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=ott,
"Business, Industry and Trade",Tourism Industry,,UK visits abroad,N,000's,GMAX,"Business,IndustryandTrade",BusinessIndustryandTrade,TourismIndustry,TourismIndustry,,,,,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMAX,/BusinessIndustryandTrade/TourismIndustry//timeseries/GMAX,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMAX,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMAX,/businessindustryandtrade/tourismindustry/timeseries/gmax,/businessindustryandtrade/tourismindustry/timeseries/gmax,/businessindustryandtrade/tourismindustry/timeseries/gmax,/businessindustryandtrade/tourismindustry/timeseries/gmax,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=ott,
"Business, Industry and Trade",Tourism Industry,,Overseas visits to UK Earnings ,N,£ Million,GMAZ,"Business,IndustryandTrade",BusinessIndustryandTrade,TourismIndustry,TourismIndustry,,,,,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMAZ,/BusinessIndustryandTrade/TourismIndustry//timeseries/GMAZ,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMAZ,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMAZ,/businessindustryandtrade/tourismindustry/timeseries/gmaz,/businessindustryandtrade/tourismindustry/timeseries/gmaz,/businessindustryandtrade/tourismindustry/timeseries/gmaz,/businessindustryandtrade/tourismindustry/timeseries/gmaz,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=ott,
"Business, Industry and Trade",Tourism Industry,,UK visits abroad Expenditure  ,N,£ Million,GMBB,"Business,IndustryandTrade",BusinessIndustryandTrade,TourismIndustry,TourismIndustry,,,,,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMBB,/BusinessIndustryandTrade/TourismIndustry//timeseries/GMBB,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMBB,/BusinessIndustryandTrade/TourismIndustry/timeseries/GMBB,/businessindustryandtrade/tourismindustry/timeseries/gmbb,/businessindustryandtrade/tourismindustry/timeseries/gmbb,/businessindustryandtrade/tourismindustry/timeseries/gmbb,/businessindustryandtrade/tourismindustry/timeseries/gmbb,http://www.ons.gov.uk/ons/datasets-and-tables/data-selector.html?dataset=ott,
,,,,,,,,,,,,,,,///timeseries/,////timeseries/,,,,,,,,
Economy,Gross Domestic Product (GDP),,Chained Volume Measures - Gross Domestic Product,Y,£ million,ABMI    ,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/ABMI    ,/Economy/GrossDomesticProduct(GDP)//timeseries/ABMI    ,/Economy/GrossDomesticProduct(GDP)/timeseries/ABMI    ,/Economy/GrossDomesticProduct(GDP)/timeseries/ABMI    ,/economy/grossdomesticproduct(gdp)/timeseries/abmi    ,/economy/grossdomesticproductgdp)/timeseries/abmi    ,/economy/grossdomesticproductgdp/timeseries/abmi    ,/economy/grossdomesticproductgdp/timeseries/abmi    ,Various datasets dependent on latest month,Cut down to what we can - use full list as dataset
Economy,Gross Domestic Product (GDP),,Chained Volume Measures - GDP Quarter on Quarter growth ,N,%,IHYQ,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYQ,/Economy/GrossDomesticProduct(GDP)//timeseries/IHYQ,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYQ,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYQ,/economy/grossdomesticproduct(gdp)/timeseries/ihyq,/economy/grossdomesticproductgdp)/timeseries/ihyq,/economy/grossdomesticproductgdp/timeseries/ihyq,/economy/grossdomesticproductgdp/timeseries/ihyq,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,Chained Volume Measures - GDP Change on same Quarter a year ago ,N,%,IHYR,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYR,/Economy/GrossDomesticProduct(GDP)//timeseries/IHYR,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYR,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYR,/economy/grossdomesticproduct(gdp)/timeseries/ihyr,/economy/grossdomesticproductgdp)/timeseries/ihyr,/economy/grossdomesticproductgdp/timeseries/ihyr,/economy/grossdomesticproductgdp/timeseries/ihyr,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,Current Prices - Gross Domestic Product ,N,£ million,YBHA,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/YBHA,/Economy/GrossDomesticProduct(GDP)//timeseries/YBHA,/Economy/GrossDomesticProduct(GDP)/timeseries/YBHA,/Economy/GrossDomesticProduct(GDP)/timeseries/YBHA,/economy/grossdomesticproduct(gdp)/timeseries/ybha,/economy/grossdomesticproductgdp)/timeseries/ybha,/economy/grossdomesticproductgdp/timeseries/ybha,/economy/grossdomesticproductgdp/timeseries/ybha,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,Current Prices - GDP Quarter on Quarter growth ,N,%,IHYN,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYN,/Economy/GrossDomesticProduct(GDP)//timeseries/IHYN,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYN,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYN,/economy/grossdomesticproduct(gdp)/timeseries/ihyn,/economy/grossdomesticproductgdp)/timeseries/ihyn,/economy/grossdomesticproductgdp/timeseries/ihyn,/economy/grossdomesticproductgdp/timeseries/ihyn,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,Current Prices - GDP Change on same Quarter a year ago ,N,%,IHYO,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYO,/Economy/GrossDomesticProduct(GDP)//timeseries/IHYO,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYO,/Economy/GrossDomesticProduct(GDP)/timeseries/IHYO,/economy/grossdomesticproduct(gdp)/timeseries/ihyo,/economy/grossdomesticproductgdp)/timeseries/ihyo,/economy/grossdomesticproductgdp/timeseries/ihyo,/economy/grossdomesticproductgdp/timeseries/ihyo,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,Output Measure - Production Index ,N,"Index, 2010 = 100",L2KQ,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/L2KQ,/Economy/GrossDomesticProduct(GDP)//timeseries/L2KQ,/Economy/GrossDomesticProduct(GDP)/timeseries/L2KQ,/Economy/GrossDomesticProduct(GDP)/timeseries/L2KQ,/economy/grossdomesticproduct(gdp)/timeseries/l2kq,/economy/grossdomesticproductgdp)/timeseries/l2kq,/economy/grossdomesticproductgdp/timeseries/l2kq,/economy/grossdomesticproductgdp/timeseries/l2kq,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,Output Measure - Manufacturing,N,"Index, 2010 = 100",L2KX,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/L2KX,/Economy/GrossDomesticProduct(GDP)//timeseries/L2KX,/Economy/GrossDomesticProduct(GDP)/timeseries/L2KX,/Economy/GrossDomesticProduct(GDP)/timeseries/L2KX,/economy/grossdomesticproduct(gdp)/timeseries/l2kx,/economy/grossdomesticproductgdp)/timeseries/l2kx,/economy/grossdomesticproductgdp/timeseries/l2kx,/economy/grossdomesticproductgdp/timeseries/l2kx,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,"Output Measure - Agriculture, Forestry and Fishing",N,"Index, 2010 = 100",L2KL,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/L2KL,/Economy/GrossDomesticProduct(GDP)//timeseries/L2KL,/Economy/GrossDomesticProduct(GDP)/timeseries/L2KL,/Economy/GrossDomesticProduct(GDP)/timeseries/L2KL,/economy/grossdomesticproduct(gdp)/timeseries/l2kl,/economy/grossdomesticproductgdp)/timeseries/l2kl,/economy/grossdomesticproductgdp/timeseries/l2kl,/economy/grossdomesticproductgdp/timeseries/l2kl,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,Output Measure - Construction Index ,N,"Index, 2010 = 100",L2N8,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/L2N8,/Economy/GrossDomesticProduct(GDP)//timeseries/L2N8,/Economy/GrossDomesticProduct(GDP)/timeseries/L2N8,/Economy/GrossDomesticProduct(GDP)/timeseries/L2N8,/economy/grossdomesticproduct(gdp)/timeseries/l2n8,/economy/grossdomesticproductgdp)/timeseries/l2n8,/economy/grossdomesticproductgdp/timeseries/l2n8,/economy/grossdomesticproductgdp/timeseries/l2n8,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,Output Measure - Services Index ,N,"Index, 2010 = 100",L2NC,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/L2NC,/Economy/GrossDomesticProduct(GDP)//timeseries/L2NC,/Economy/GrossDomesticProduct(GDP)/timeseries/L2NC,/Economy/GrossDomesticProduct(GDP)/timeseries/L2NC,/economy/grossdomesticproduct(gdp)/timeseries/l2nc,/economy/grossdomesticproductgdp)/timeseries/l2nc,/economy/grossdomesticproductgdp/timeseries/l2nc,/economy/grossdomesticproductgdp/timeseries/l2nc,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,Income Measure - Compensation of Employees ,N,£ million,DTWM,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/DTWM,/Economy/GrossDomesticProduct(GDP)//timeseries/DTWM,/Economy/GrossDomesticProduct(GDP)/timeseries/DTWM,/Economy/GrossDomesticProduct(GDP)/timeseries/DTWM,/economy/grossdomesticproduct(gdp)/timeseries/dtwm,/economy/grossdomesticproductgdp)/timeseries/dtwm,/economy/grossdomesticproductgdp/timeseries/dtwm,/economy/grossdomesticproductgdp/timeseries/dtwm,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,Income Measure - Gross Operating Surplus ,N,£ million,CGBZ,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/CGBZ,/Economy/GrossDomesticProduct(GDP)//timeseries/CGBZ,/Economy/GrossDomesticProduct(GDP)/timeseries/CGBZ,/Economy/GrossDomesticProduct(GDP)/timeseries/CGBZ,/economy/grossdomesticproduct(gdp)/timeseries/cgbz,/economy/grossdomesticproductgdp)/timeseries/cgbz,/economy/grossdomesticproductgdp/timeseries/cgbz,/economy/grossdomesticproductgdp/timeseries/cgbz,Various datasets dependent on latest month,
Economy,Gross Domestic Product (GDP),,Income Measure - Other Income ,N,£ million,CGBX,Economy,Economy,GrossDomesticProduct(GDP),GrossDomesticProduct(GDP),,,,,/Economy/GrossDomesticProduct(GDP)/timeseries/CGBX,/Economy/GrossDomesticProduct(GDP)//timeseries/CGBX,/Economy/GrossDomesticProduct(GDP)/timeseries/CGBX,/Economy/GrossDomesticProduct(GDP)/timeseries/CGBX,/economy/grossdomesticproduct(gdp)/timeseries/cgbx,/economy/grossdomesticproductgdp)/timeseries/cgbx,/economy/grossdomesticproductgdp/timeseries/cgbx,/economy/grossdomesticproductgdp/timeseries/cgbx,Various datasets dependent on latest month,
